TransactionID,CustomerID,Date,TransactionType,Amount,Discount,Tax,ShippingCost,Total,PaymentMethod,Status,Region,SourceDate
ee904535-ed4d-403c-8526-e1256d252689,2daec2d1-4bae-4d71-82d5-db28cbf84759,2025-07-21,Sale,3021.35,542.74,29.8,91.78,2600.19,Pix,Failed,East,2023
3535898c-3628-446c-bea2-cecaa7bd5535,2843c651-7561-434e-b240-c292ffe488b5,2023-08-13,Refund,6431.73,790.01,0.99,74.69,5717.4,Debit Card,Pending,South,2023
2e413b92-cbf8-49fb-85e9-9faeb3b2cd04,eab1b5d1-9b84-4e70-b87f-cd1491c8c699,2024-08-15,Refund,6738.8,375.72,452.21,16.99,6832.28,Pix,Pending,West,2023
778aad6e-1a7d-4a41-9954-d3d2288a5503,35edc34d-4b4a-413a-b003-8c5206050b82,2023-12-08,Refund,9980.3,995.45,471.06,39.58,9495.49,Credit Card,Pending,South,2023
d5ef6f49-6fd9-4254-adee-4228631aae61,19c6efa4-a10b-4752-8c39-dec5830022d1,2024-02-02,Sale,1430.44,945.53,47.06,272.45,804.42,Credit Card,Completed,East,2023
2c9dd59a-9c74-4ed5-9f7c-770488545a0d,683e68eb-b823-4d5e-a88f-fe9b7cb152c2,2023-11-30,Sale,1953.69,12.96,243.53,224.2,2408.46,Wire Transfer,Failed,East,2023
7d35c657-2a0b-42ab-a7f6-405c1e3a7553,eed4035b-22af-4202-a5cb-b014763c2109,2025-02-22,Refund,1597.36,895.74,75.8,282.47,1059.89,Debit Card,Failed,West,2023
194162c1-290e-4997-aafb-0cf24921c585,e2427f4f-d922-4a02-aafe-c565dd57065b,2025-04-18,Chargeback,5911.15,680.55,474.37,127.12,5832.09,Credit Card,Completed,West,2023
4d8a84c2-36ce-465b-b539-24f4da709690,bcfd7711-24d2-4986-88de-887f703b3070,2023-11-26,Sale,1396.25,502.09,123.42,180.37,1197.95,Debit Card,Pending,West,2023
b78f9a41-e3fb-42a4-93bd-10cb5d4abbbc,f364ae2c-3f1f-44a2-8fdf-f06e590589c4,2024-12-27,Refund,6577.28,582.75,250.82,145.1,6390.45,Pix,Pending,West,2023
a3949ae4-2d55-4edd-8fcc-b3e558fda1eb,fbe8ac52-a3ed-43b3-a571-bc7f12659624,2025-07-03,Chargeback,8047.55,841.86,82.81,264.42,7552.92,Wire Transfer,Completed,West,2023
f642bde2-5e16-4455-b26c-2d279f604cdb,11163abb-9315-450e-bb6d-2baffdc6ddd7,2025-06-22,Refund,4356.29,951.04,166.38,297.41,3869.04,Pix,Failed,East,2023
65d3aee8-59b7-450d-afcd-e67065da6984,fee063f3-4f19-4a83-82a1-6387518da0ce,2025-05-28,Refund,5628.82,560.33,133.4,279.83,5481.72,Pix,Failed,West,2023
f452aae2-947e-43b9-905d-d48d28dcca1b,7b849c2e-e2c3-440a-85d0-44486bc72a33,2025-01-11,Chargeback,9131.58,181.29,237.71,179.42,9367.42,Debit Card,Failed,North,2023
b9b212e1-ef5c-46c3-9911-d4662bcd0cff,0ddeabcc-6b25-4cbb-95e0-eeee2048ca3e,2025-07-19,Refund,5717.18,639.75,209.89,18.54,5305.86,Credit Card,Failed,West,2023
086aab2e-9927-4876-9850-9503537fc927,ce90ecde-624a-4deb-8862-f17dd37f4be6,2025-05-03,Chargeback,2125.63,76.22,165.4,185.26,2400.07,Wire Transfer,Pending,North,2023
911b248f-bbe5-4d02-a56c-04df955df9a0,832addf4-e42e-4418-bd23-ebb577a71389,2024-08-28,Refund,3464.78,635.14,52.94,29.11,2911.69,Wire Transfer,Completed,West,2023
1338c96e-4c07-41a9-9ff3-82cf4dcf5f7d,0b7838e4-a743-4d59-bb28-3cf72856d926,2024-03-28,Chargeback,5321.97,808.61,242.24,41.65,4797.25,Pix,Failed,North,2023
5d4e889b-7f9a-4c6a-8c6d-e01cc02e42da,9ecf8c9b-6f93-41f6-b444-1e35ae9b0c2a,2025-03-05,Sale,1591.23,353.33,425.1,57.4,1720.4,Debit Card,Completed,West,2023
7061ccb4-c2d1-4706-b542-2629eb268eb7,e875cb17-b196-418e-a40a-3858057d4194,2024-07-14,Sale,6144.57,71.18,365.11,109.05,6547.55,Pix,Completed,North,2023
c15a796c-322b-4938-9891-92346d76c8d9,cba87493-b5c4-4919-91fd-60491b851443,2024-09-13,Refund,9992.5,692.23,360.29,177.54,9838.1,Credit Card,Failed,North,2023
e8384615-8e3e-4fc5-82c6-a70b73ac9485,a9c27781-0866-4820-99d5-f7a1b3f3a850,2024-02-08,Chargeback,6542.72,339.33,183.05,100.07,6486.51,Wire Transfer,Failed,East,2023
2ce5528a-d2ab-4064-baa5-0308b5c09c48,e9088697-6493-41db-af4d-f410d02a071b,2025-04-21,Chargeback,3755.49,249.1,354.21,135.68,3996.28,Pix,Completed,West,2023
ef689d2b-6adc-4e64-b619-016e594e4174,078e145a-41e2-42f5-bcd0-9c64108e0156,2023-09-03,Sale,3350.88,689.18,232.77,14.19,2908.66,Debit Card,Failed,North,2023
5a98c975-820f-4ce4-8507-a54c4ac7d726,fd9e5c8a-deef-402d-9fb3-7fefb39a32be,2023-10-17,Chargeback,9319.45,969.59,75.14,185.93,8610.93,Wire Transfer,Failed,North,2023
4fcdc795-e8e5-45e3-adac-538b8b1c1a78,dd79a641-17f5-43a1-b9f7-a64278a4cc9c,2024-12-05,Chargeback,8721.57,745.32,209.52,197.11,8382.88,Pix,Failed,North,2023
6aedf1cc-6fdd-4139-bf69-eb95fec1afaa,c55342a9-caff-402a-a79c-508c2293b089,2025-06-29,Chargeback,4749.97,491.35,66.37,29.82,4354.81,Debit Card,Completed,South,2023
a9fe1e1a-e60e-46a9-9bac-928a9563fdbf,d05e6ff8-d0c7-4cd2-8e30-3118ac092ca2,2025-03-21,Sale,3566.47,600.51,57.24,235.54,3258.74,Credit Card,Failed,East,2023
7c711608-7f25-4c84-ad4e-c8ff52c10ddf,7065c010-6245-43c9-ae94-e823b6539908,2024-04-03,Sale,7119.12,142.28,11.53,194.24,7182.61,Credit Card,Failed,West,2023
1e1bc99c-5251-4df0-8125-4fcfb910d9cc,52ae44fb-f85b-4a42-a7ec-013b6f782265,2024-03-02,Refund,3179.3,813.21,141.43,146.92,2654.44,Pix,Failed,North,2023
5d87fe81-dc8f-424a-a826-3e2d8f8c6efd,5306c195-0116-4499-a7ee-940749573664,2023-11-12,Chargeback,1238.06,604.3,165.44,165.86,965.06,Wire Transfer,Failed,East,2023
6574b0a7-0d60-46ad-94e6-9bc1f0e9775c,2dc3369b-a28a-4fea-bc62-dcd33bfbda6a,2023-08-12,Refund,3136.01,965.83,349.72,150.91,2670.81,Debit Card,Pending,West,2023
c62b58fa-bacd-42ec-995d-154c76c60616,f8bd0f02-a090-43f8-a822-398447186814,2024-09-06,Sale,4371.25,979.48,269.0,16.14,3676.91,Wire Transfer,Completed,West,2023
47b16789-ec62-430e-a9de-f29a94c10463,dcc88aac-b10d-48b0-9d29-d101a6e4d53e,2024-09-27,Refund,2591.34,354.59,429.22,220.54,2886.51,Debit Card,Completed,East,2023
197499ae-110e-4a1d-964c-d47edd432264,470ceccd-90b0-4c07-ba53-82d269708c43,2024-01-13,Chargeback,2207.3,988.55,88.24,153.54,1460.53,Debit Card,Completed,West,2023
0157c575-a423-4a70-95fd-62db5fc2252e,b386c60f-3942-442b-95be-a17e38a4250d,2024-04-02,Sale,111.09,956.83,132.98,51.85,-660.91,Debit Card,Completed,West,2023
df9e1560-2329-4408-9dc2-3b335021c57d,8025f356-f760-44b9-b1ee-a3262aaa86b9,2025-03-21,Refund,6326.89,639.83,470.54,204.22,6361.82,Pix,Failed,East,2023
69af3d0f-54d5-44b0-97e2-786dff6ba153,12c2637a-e9da-43bc-af30-a486bed3751e,2025-08-07,Sale,6163.77,333.46,222.02,208.52,6260.85,Debit Card,Completed,North,2023
4f76cefd-00b6-4e38-b4d4-88ee80c9d17f,03142c2b-aa60-4364-8cd6-9c9677637d0f,2024-03-04,Chargeback,1920.85,753.34,394.53,64.05,1626.09,Debit Card,Pending,East,2023
4328bfc4-6cbc-4e60-aa6a-c433df618c5f,115a2848-e3b4-4fe7-8dd4-4a0f5d9e0ef7,2024-02-18,Refund,9439.32,271.24,246.08,238.95,9653.11,Debit Card,Pending,North,2023
7fe07d03-9c40-4722-b519-f70b60be505e,84f0716b-f78e-4f10-b9da-fc663d60f0c4,2023-12-03,Sale,4125.23,629.84,235.54,136.95,3867.88,Credit Card,Completed,West,2023
d91ba1aa-0bdf-4995-9b6b-8f809e095321,73fd507c-553a-4caf-b41d-401108329b86,2024-04-27,Chargeback,303.52,24.58,74.06,54.18,407.18,Debit Card,Completed,North,2023
c90017aa-0c0f-40cf-8ba3-3189babf41ee,393c68a1-1da1-4f4f-afd1-8781396f1701,2024-02-16,Refund,2236.73,628.58,425.6,197.29,2231.04,Credit Card,Pending,North,2023
65bde179-b04a-4305-8ca5-c01bc6d2d383,718e9264-ce73-4c4e-8698-a36460cf5a89,2024-08-19,Refund,6936.07,951.61,39.18,179.02,6202.66,Pix,Failed,West,2023
b14fb750-01b8-4d45-96d9-de5668405bdd,ef749a92-c1d8-4237-8ed3-fd0cdb753d0e,2024-03-21,Chargeback,2056.12,235.14,155.13,51.12,2027.23,Credit Card,Pending,West,2023
386a4d9c-63c6-46ca-a0c9-4a61f3b51c60,62857f63-8f62-4fd3-a74c-f330e9a16121,2023-11-23,Chargeback,586.43,778.18,336.73,261.7,406.68,Pix,Failed,East,2023
d1a3af66-c83e-4176-b441-5fe981d90b3b,d5085c23-550e-4c67-9b5d-acb14beecc23,2024-03-02,Refund,6196.18,293.42,253.63,256.36,6412.75,Debit Card,Pending,East,2023
5f0c3ee5-8128-4d78-aefc-7c5ad42687aa,1c36f45c-68a4-4e85-a225-65155f4e616b,2024-11-14,Sale,5207.63,707.85,440.69,250.87,5191.34,Debit Card,Failed,South,2023
1a2a7b2d-4bb6-4f5a-b74d-79e0081b0b20,70c279c7-07b9-406b-9e80-204a50b7b048,2025-03-18,Refund,7624.6,699.97,19.65,119.77,7064.05,Debit Card,Completed,South,2023
76f5a8aa-c355-442b-a468-7ed06ae33a1a,59082641-bc2d-4193-be2e-e93002d9b4e6,2024-03-28,Refund,7737.68,184.74,324.7,247.39,8125.03,Credit Card,Pending,East,2023
cc72bf11-dbe2-41e5-8003-d09b548a983a,7f6af7e5-fb55-4310-9d8a-a07caa6460ce,2023-10-18,Sale,9601.36,597.13,238.73,253.44,9496.4,Debit Card,Completed,South,2023
0710fa66-29aa-41f8-a3a3-cac1a1305203,f4fa03ed-f6c9-4f0f-9d3a-408902266c30,2025-04-26,Refund,617.32,859.17,77.16,298.96,134.27,Debit Card,Pending,East,2023
2e363ec6-286c-4f34-9d52-c38ca3af98cb,5f9c7cec-f23e-40fa-9f76-0319280c6ba2,2024-08-27,Chargeback,437.94,382.53,371.63,287.28,714.32,Debit Card,Completed,West,2023
2f37a236-1c22-4bff-acbe-772955aa4da0,88171be6-6602-4207-8fe7-b2b7093f05cd,2024-08-31,Sale,9872.61,710.28,205.65,114.85,9482.83,Credit Card,Completed,East,2023
39660769-d03e-46d2-8681-5466c4158426,4455f3bd-cc3f-47bb-a3b5-33267e225f21,2024-04-21,Refund,6466.24,674.43,265.79,59.46,6117.06,Credit Card,Failed,North,2023
94b2a1fa-2caf-48c0-8333-a2118fa2c7dc,c5bea40b-206f-44d0-97b5-47d74a0f2824,2024-10-07,Sale,7167.94,257.51,483.63,87.74,7481.8,Credit Card,Completed,East,2023
481df9d6-b8ac-424e-ac07-0dc2d127f718,ac7307bf-edaa-492d-97fa-f13d30e2370c,2024-02-28,Refund,1010.0,918.64,243.12,148.43,482.91,Credit Card,Completed,East,2023
61db7245-d1f2-48db-b32f-3ca543f4d2d0,d9d252c1-d65d-434a-9521-45b7963098ad,2024-08-11,Sale,744.64,563.51,411.69,241.64,834.46,Debit Card,Failed,North,2023
d786c04e-e0fc-4fae-bcb9-b8e3faa3ef11,96de1b89-8bd1-4275-b2db-4af1f7a20168,2025-03-11,Sale,1644.52,355.29,384.79,216.9,1890.92,Debit Card,Failed,East,2023
60c6c872-7e1b-45de-a5e5-365a2269054d,eeca81bf-2c5f-4ca2-a7e2-88b16f1bdca8,2024-08-29,Chargeback,4300.6,164.36,331.38,236.31,4703.93,Debit Card,Pending,West,2023
b80c6cb2-f4d2-4c8e-92fd-95803e54c43e,65ab5f59-8fb2-4e2e-9166-1222ef04ccb9,2023-09-10,Sale,1146.25,473.46,448.41,113.98,1235.18,Credit Card,Completed,West,2023
4b2c46db-df0b-4051-a309-6893188e798b,662fdfe9-dfcf-4e2e-a685-24de98c17152,2023-12-06,Refund,4491.02,730.11,125.8,74.07,3960.78,Credit Card,Pending,South,2023
97118ab2-4378-4f05-b6cb-084682f154da,06637e42-6e4e-4497-904a-cfd63f1b39b8,2024-01-22,Refund,5637.28,623.64,410.39,7.24,5431.27,Credit Card,Pending,West,2023
1773c920-a14a-44c8-b8a6-9002da5e1087,2fe4e324-a5ed-40a8-a204-23f108f53973,2024-11-03,Chargeback,53.31,727.05,188.89,187.86,-296.99,Pix,Failed,East,2023
21ad8158-18f8-4769-ab9d-74b050ab5bd5,101ac752-5888-4ee6-aa5e-ffcc55b09d8f,2023-11-17,Refund,1186.74,791.76,406.25,238.51,1039.74,Pix,Failed,East,2023
542ca399-f2a5-4387-98ed-6c16ac44d807,cce2fb2c-7b89-4d97-965f-5ad95dbf93ba,2024-09-04,Chargeback,3783.19,441.0,246.89,266.74,3855.82,Pix,Completed,North,2023
ce337def-c0f8-46bd-9ea4-d9b3469abb47,df5fcf32-965e-4854-b393-ee15c2e8c663,2025-01-09,Sale,580.63,520.17,428.85,142.87,632.18,Pix,Completed,South,2023
bae99c00-3d8a-4150-9929-c7228f702f01,f3be3dbb-b1dd-42d6-b25d-4938c15aa86a,2024-12-17,Refund,1378.61,986.42,447.42,278.29,1117.9,Credit Card,Completed,East,2023
393e1d02-502a-40e9-8bd2-e759fc1e3492,95c48a45-ddb2-4e4e-9357-a7de5cfcbf3b,2024-01-02,Refund,2356.37,968.05,298.82,60.72,1747.86,Credit Card,Pending,South,2023
dd9de4e6-fd6b-4059-a1cf-040fe5c6e572,855f109a-e0a3-4d36-b980-d3633364c114,2023-10-10,Refund,4324.53,414.82,253.81,154.31,4317.83,Credit Card,Completed,West,2023
dd1b44c3-800e-4bec-94dc-f6b63a1ffeff,37c6f502-55a6-4d11-9684-a6be401e694d,2023-09-19,Refund,7162.63,685.18,391.64,64.13,6933.22,Pix,Failed,North,2023
9bee5401-920b-43da-8b15-4327a9276404,2c3354ed-fab0-4e92-95c9-d4a411217948,2024-11-18,Chargeback,1370.25,267.59,133.49,56.42,1292.57,Pix,Pending,West,2023
aeb8ee1f-9a5a-46c0-9603-20b3a097bb98,4461db61-32a8-401c-8d78-327c744fc942,2023-09-28,Chargeback,7392.69,152.7,7.67,286.02,7533.68,Credit Card,Failed,South,2023
1108d00c-c098-4768-97e4-a9ea9d37cc66,cea6eee3-404d-4597-9e49-08b0c3e6319b,2024-05-24,Sale,8557.85,768.4,203.55,245.32,8238.32,Credit Card,Completed,East,2023
390c1784-58f2-4b67-9723-c72d6ee9f14e,a5783919-87ab-4bda-9590-24ffde3d26dc,2024-07-14,Chargeback,6532.21,436.18,253.89,3.54,6353.46,Credit Card,Pending,West,2023
c305aa61-ec18-4737-9922-2a96f1a93347,9fd97c97-10ee-40a3-ab46-11be0517c4ef,2025-07-16,Sale,485.07,177.05,148.63,80.55,537.2,Wire Transfer,Pending,North,2023
b659c4ad-999c-4af9-a5d2-65b9a5272766,b00e454a-6c50-46d7-be15-559bfe5b910d,2023-09-30,Chargeback,4434.5,758.85,191.68,61.54,3928.87,Debit Card,Pending,East,2023
8cd4f50e-222b-4dd1-a4a5-a90b56f9b2b3,f01b5b84-3286-4a8c-9cab-ef1728d53a79,2024-11-13,Chargeback,6617.66,915.17,66.53,44.14,5813.16,Wire Transfer,Pending,North,2023
adf6f8c6-a6fb-4fa9-b936-0dd3b72aa37c,16d47a4e-c367-400b-aab8-715a44d2fce4,2025-06-10,Sale,9786.21,933.27,138.64,209.22,9200.8,Pix,Failed,South,2023
fdce4653-2137-4392-9444-56d6525a7d2d,606fdeea-aee9-463b-86f8-a760658edb83,2023-10-19,Refund,9520.49,596.33,120.05,170.05,9214.26,Credit Card,Pending,East,2023
0b4e3010-b168-404a-9243-77a401cbb01d,f042166b-2611-419a-91e1-458d13b2ad0f,2023-08-16,Chargeback,3987.25,479.64,150.49,136.18,3794.28,Wire Transfer,Pending,North,2023
7f1d37aa-16fe-48f8-8c57-551a10d48142,6e78ca78-ea7b-406f-8df5-d2c0b32d788a,2024-03-21,Sale,6178.51,141.87,149.53,56.85,6243.02,Credit Card,Pending,South,2023
933e0e04-c10a-49d2-8d4b-2d64aad89414,26b2f8ae-3f8e-49e2-95db-e05dc5201e2a,2024-12-18,Chargeback,8913.61,792.79,279.48,83.29,8483.59,Debit Card,Failed,East,2023
10327bcd-c422-4d52-bfda-8388751f8769,d8cb58df-20a4-4284-a421-9447cff9f608,2024-02-10,Sale,8318.91,945.32,125.3,106.83,7605.72,Wire Transfer,Failed,West,2023
e4c89114-4981-472e-945e-0cb31f5c2ea2,e727935c-42ff-4cfe-8a76-26ccacd67d3e,2025-03-03,Chargeback,4820.25,889.46,470.48,235.64,4636.91,Wire Transfer,Completed,West,2023
35bf4d56-3d23-4498-ac5b-92fb9b73e388,0a042b4e-731c-47d0-8616-7a53e0f58246,2024-11-10,Chargeback,2649.35,751.78,255.64,296.76,2449.97,Debit Card,Failed,South,2023
90851bef-0684-42ca-99c1-9d2d6c730e30,184387ec-8293-48ab-ad2f-9fd4bdd0747b,2024-07-18,Refund,1414.14,4.57,64.48,55.19,1529.24,Credit Card,Failed,West,2023
18a7099a-b7ce-4179-9c33-74618af3e84e,1b722ff3-009e-4369-bd54-1176faf00443,2025-03-27,Sale,4905.4,407.75,139.8,102.46,4739.91,Credit Card,Failed,East,2023
5083a6a4-0dc5-4fb6-9ed0-abb9ede7de2f,1baf1826-b0e4-4987-872c-ad84450fc02e,2024-10-30,Refund,7242.32,410.71,364.88,84.06,7280.55,Pix,Completed,North,2023
ac2cae6a-4826-449f-80bf-94e3ab61213d,7156a7c8-b875-4404-9536-3cd42af67f9b,2025-02-04,Refund,9699.21,894.37,6.83,13.22,8824.89,Wire Transfer,Failed,West,2023
9aec159e-527d-4808-8058-a27dfecba0a6,8905c183-8ef1-46c1-9d8c-65d112825d71,2025-04-28,Chargeback,8625.06,65.65,468.91,65.77,9094.09,Pix,Completed,South,2023
d97f66ab-a296-4479-a3b6-d3f3c07d9d4b,d70ee61c-c63e-4d20-8b26-c33945c090e9,2023-12-21,Sale,2082.2,531.22,222.59,270.48,2044.05,Debit Card,Completed,East,2023
73c8e481-a787-453d-9e52-d5491a1c11eb,f7a9fcf1-e135-411a-99e1-155b8e38f2f7,2025-07-29,Refund,7211.79,136.13,260.54,252.86,7589.06,Debit Card,Pending,South,2023
44e9b17a-f64f-4a3b-a61a-5645e65de477,728b3f9e-3f0a-4cd5-8046-249aa88615a9,2024-02-10,Refund,2926.56,662.29,494.21,50.28,2808.76,Wire Transfer,Completed,West,2023
b4710b31-d8ce-4005-872a-ead40fc4c5aa,4d528b3c-f2ca-435f-8a7a-3539c49f318d,2024-04-04,Sale,6850.55,792.26,251.7,109.85,6419.84,Wire Transfer,Pending,North,2023
5df54f19-7da1-496a-9df4-354f5cb5bdb8,ead51a11-c3a9-42d5-aa80-b2ff8dc60df0,2025-07-07,Sale,6674.76,641.96,473.87,93.24,6599.91,Pix,Pending,West,2023
43006a4d-353b-497d-8513-167dc6cb7a9b,d198f66f-ba37-4947-a5db-9294dd51fd7c,2023-10-17,Refund,2760.68,794.59,457.62,44.32,2468.03,Wire Transfer,Failed,South,2023
4a759845-fdf8-4210-ac21-a335e93c8172,cf3b37bd-1e90-425b-a1b7-70d1bbb7b790,2023-08-29,Sale,2382.17,607.5,470.66,186.66,2431.99,Credit Card,Completed,East,2023
45c5f6fb-bc43-477b-99b5-d7065b8c6739,83ec6eda-66df-43f5-a4ed-03eb22c1282e,2025-01-09,Sale,1084.18,189.84,406.19,167.19,1467.72,Credit Card,Failed,East,2023
b7516126-0437-4076-96c9-7de72b04007a,ed0b3d5f-c10b-4121-bcce-ff441c26b594,2025-03-10,Chargeback,552.87,382.66,148.2,128.1,446.51,Credit Card,Failed,South,2023
ad083cd3-0446-48f6-a9b4-71d34cb854e9,ba52f2ed-021f-4784-bfee-e61199fa31a1,2025-06-09,Chargeback,8591.59,956.87,173.19,256.65,8064.56,Debit Card,Pending,North,2023
d04af9e7-4b5e-4448-a7a3-b5308248df78,04a35675-da07-4649-856d-13d503a2f0fd,2023-12-04,Refund,546.0,288.17,182.49,185.91,626.23,Credit Card,Failed,North,2023
2fdd1362-8380-486b-a05c-c03e16fd6f59,ce721953-8ab6-4405-83d6-0f8f52d97328,2025-05-29,Sale,932.97,62.86,489.59,77.78,1437.48,Pix,Completed,North,2023
f300ad45-ed1c-4dcf-a08f-0dae8b9b9fbf,030d1e86-df64-4d30-9ba7-8cb497bfc4ad,2024-03-28,Refund,2426.58,384.83,180.38,112.11,2334.24,Pix,Failed,North,2023
91fd788a-457c-48bc-920e-c4126835787e,e8b95d69-a785-4d5e-9a4e-b8b054673fcb,2023-11-28,Refund,8882.2,366.31,54.34,45.05,8615.28,Debit Card,Pending,South,2023
8c14a123-7718-44b2-9549-eee90939f12a,8be7d1c7-0ab3-4018-8203-a29dfd3f9dff,2024-05-04,Sale,3362.76,470.31,389.16,177.41,3459.02,Credit Card,Pending,West,2023
5436120a-530d-4200-ac8f-be55716492ba,314d9798-041d-4f5a-848c-9f121ee8b36b,2023-09-12,Refund,1958.41,560.3,183.03,175.99,1757.13,Wire Transfer,Pending,West,2023
4f92b453-5f8e-4e27-b4c2-713c08ea92dc,d6dfdca5-b65f-4d57-8859-c2fb377516c4,2024-04-14,Chargeback,7169.78,992.42,310.47,261.06,6748.89,Wire Transfer,Pending,East,2023
e30a8de8-fe1d-47a7-95a7-fce81e930357,0888671a-fe74-4352-9704-c0770671074b,2024-11-21,Refund,3224.74,756.23,462.18,256.75,3187.44,Wire Transfer,Pending,North,2023
92e24f5d-0c53-4dc5-9b31-087f1eec917d,1cc014e3-bdb7-489b-96be-cc218d88a36b,2025-01-22,Chargeback,3367.0,35.89,287.75,251.08,3869.94,Pix,Completed,South,2023
d5bcea62-5ea2-4389-b53f-fc23347eec8f,0c5873d0-e4a7-4af9-b8c2-282eb1e388e1,2024-06-05,Sale,7402.82,712.71,318.85,164.69,7173.65,Pix,Pending,North,2023
fb3be5e9-7743-4b31-8256-5f79729f3eb2,f2e943a9-fb1e-4f84-a06c-74d156cf7658,2024-01-12,Chargeback,2553.95,824.23,321.43,195.61,2246.76,Credit Card,Completed,East,2023
dad81181-d608-40ff-bb78-52720091f77c,f50acf03-575d-407b-b8aa-cb89b5cfe9f3,2023-10-29,Refund,8972.76,895.63,306.2,232.66,8615.99,Wire Transfer,Completed,East,2023
944a7134-c8b3-436b-9411-f54e715c1d14,d2d79252-b87d-4dc4-84a9-9f0fa43e1b0b,2023-09-20,Refund,5636.15,424.01,79.88,27.51,5319.53,Credit Card,Pending,South,2023
e716fdc9-a849-4db6-a10a-fa42fecc78e0,cd50aeee-cf73-4b6f-ae9f-3766a8443d5d,2025-07-20,Sale,5401.43,313.63,228.21,90.18,5406.19,Credit Card,Failed,West,2023
ae8804e7-db8c-4d02-bca8-b4010795d728,a27fdf40-09bc-425a-971d-d51e97600586,2024-05-26,Refund,2684.28,839.32,3.83,50.73,1899.52,Pix,Failed,West,2023
aba0c8b7-e87f-44c1-97b9-9eb966e46b77,c7240523-1b0c-4ecf-b620-4f2d2f336232,2025-03-22,Refund,8359.19,777.62,313.13,153.44,8048.14,Pix,Pending,East,2023
1cdcdff6-468d-4fa1-9643-11016c7be210,18e2f947-1188-4095-bfe9-10b63c64d655,2023-12-08,Refund,5748.86,536.04,287.68,251.3,5751.8,Pix,Completed,West,2023
d0f755c9-5d73-402d-82ac-25713614c5b7,9182608f-6a33-4766-b39f-af316932d92a,2024-07-02,Sale,1597.39,117.88,159.07,69.21,1707.79,Pix,Pending,West,2023
8abee26b-d130-46b8-abfd-69b919bf5880,e3c3ecf7-05a4-402b-ab03-568b4daf9991,2025-05-21,Chargeback,2102.67,651.76,261.95,219.27,1932.13,Wire Transfer,Completed,North,2023
8e7d8965-dcbc-46f5-89c6-20ea4336c1a9,1338dbcf-a2e9-4a9d-b5f7-1def2318c5c6,2024-10-16,Chargeback,4709.15,65.67,246.53,121.75,5011.76,Credit Card,Completed,South,2023
99d7a574-d90b-4d03-a13f-a3c634798c45,e14e1a14-f4bd-4ed2-a99f-816d2927c870,2024-03-22,Refund,7807.44,100.37,125.46,270.92,8103.45,Credit Card,Completed,West,2023
c8ea7f1c-c6c0-4dc3-ba6f-9982502bc33a,f67983c3-6e1f-42b8-a7dd-1c754a658ed6,2024-03-13,Refund,9395.99,331.14,146.64,188.04,9399.53,Credit Card,Failed,East,2023
5d4f4215-d46b-40f2-9685-09745c2aef50,c6997fc4-6c09-4b7c-9457-7e8372b14022,2025-07-03,Sale,6651.81,371.18,381.27,292.97,6954.87,Pix,Pending,West,2023
7c003344-28fd-4294-b82a-ad3689c09ff0,1d606084-8176-4002-a4e9-6abe421e8ebf,2023-09-28,Chargeback,5086.13,461.97,377.87,73.7,5075.73,Wire Transfer,Completed,South,2023
b173e315-0fc4-4567-bcb0-0d3376889e3b,b95dcbfe-af77-4f11-b4a5-a8092626fd0c,2024-10-06,Sale,2544.78,339.14,234.89,277.19,2717.72,Wire Transfer,Failed,North,2023
d8b6ce78-9e8f-4bcf-9541-34c768c32600,86103f8c-90e4-4299-98c2-67b7ba2bc5e6,2024-08-05,Refund,6745.04,33.79,358.75,107.12,7177.12,Credit Card,Failed,South,2023
6a75a862-22ef-4535-a2dd-c4e521a36b6b,c6fed175-6583-4411-b0ad-67d0dd2bd468,2025-04-15,Sale,9823.29,157.42,225.4,186.59,10077.86,Credit Card,Pending,West,2023
1c446f27-a802-4eb6-96bb-e5ca995b5665,d178988c-7500-4324-8d33-fd0628a01441,2025-04-08,Sale,4788.41,115.11,425.69,52.35,5151.34,Debit Card,Completed,South,2023
9037f483-637f-4f55-9fe5-071bd2147f37,825e1815-9f34-4246-8479-5120cf08a6d7,2024-08-05,Sale,1663.31,431.18,166.4,227.94,1626.47,Wire Transfer,Completed,East,2023
4077c324-e422-4150-abe0-1cb5ac3df183,d6d58607-c88e-4c47-8f5c-20e9d2d66eaa,2025-04-10,Refund,1078.24,212.13,463.65,293.48,1623.24,Credit Card,Pending,East,2023
e2ec459b-6f59-498e-8753-dd5b991890e4,b0b3b882-e6c5-49fa-95b4-a96243721a34,2024-07-08,Chargeback,2729.1,293.55,271.14,236.23,2942.92,Pix,Pending,East,2023
a51ee90a-8612-4456-99d5-e87a05560a8c,13297ad5-994c-47c2-922f-219eb97100e4,2025-05-16,Refund,5715.95,471.57,267.84,184.74,5696.96,Wire Transfer,Failed,South,2023
1fd9dfaf-6cba-4702-bf51-15b72d97ffc4,0126e743-6387-4d6b-ac12-e2d6d8e46619,2025-01-11,Refund,9470.71,235.56,335.41,134.46,9705.02,Credit Card,Pending,East,2023
b62e1990-2b72-4350-82c1-c61904f9d43e,001ff52b-260c-4901-9427-502cdcaab0a6,2025-07-23,Sale,3026.69,245.93,170.43,103.57,3054.76,Pix,Completed,West,2023
13b37d74-d073-41ba-9aa7-7e2e39ae4e5f,b957a6e9-143b-427c-b95e-16d53ea41945,2024-09-30,Refund,3088.64,833.14,362.16,125.7,2743.36,Wire Transfer,Completed,West,2023
